# 1:time 2:Re(h) 3:Im(h)
-1.077343942592428903e+02 7.627124610073470435e-08 -1.501104724042930249e-08
-1.068703942592433123e+02 2.342241436491009445e-08 -3.064329475775255325e-09
-1.060063942592437343e+02 -1.350923185326800269e-08 7.539500890660150207e-10
-1.051423942592441563e+02 -2.607195364993135997e-08 -7.947631795966436282e-10
-1.042783942592445783e+02 -4.523636277166033600e-09 -5.935248371680769514e-10
-1.034143942592450003e+02 6.100316163160198427e-08 1.530982230951951283e-08
-1.025503942592454223e+02 1.766799212382006954e-07 7.012131715828837692e-08
-1.016863942592458443e+02 3.388580833390335523e-07 1.967728917089411521e-07
-1.008223942592462663e+02 5.264299870664617938e-07 4.335583959909792355e-07
-9.995839425924668831e+01 6.962316128864308906e-07 8.134901627954658123e-07
-9.909439425924711031e+01 7.864602723293128541e-07 1.350296703659467684e-06
-9.823039425924753232e+01 7.295256022673783139e-07 2.028419224739424815e-06
-9.736639425924795432e+01 4.691197323855944267e-07 2.802875529255469739e-06
-9.650239425924837633e+01 -2.624004607733970329e-08 3.609083767237518601e-06
-9.563839425924879833e+01 -7.582575488439894132e-07 4.377430024392041018e-06
-9.477439425924922034e+01 -1.702105794304830246e-06 5.046669466468599261e-06
-9.391039425924964235e+01 -2.814183804015890549e-06 5.572806533332580830e-06
-9.304639425925006435e+01 -4.041209722024574819e-06 5.932962414291098984e-06
-9.218239425925048636e+01 -5.328901092073004992e-06 6.124522346419137246e-06
-9.131839425925090836e+01 -6.628621030959479745e-06 6.160762933139374676e-06
-9.045439425925133037e+01 -7.900739717632766207e-06 6.065374376967533331e-06
-8.959039425925175237e+01 -9.115188545874020946e-06 5.868174034928524748e-06
-8.872639425925217438e+01 -1.025077308895775791e-05 5.602322053893585009e-06
-8.786239425925259638e+01 -1.129430643137863108e-05 5.301953065087972538e-06
-8.699839425925301839e+01 -1.223947657010279741e-05 4.999514498077493374e-06
-8.613439425925344040e+01 -1.308518215832066673e-05 4.723301945737076123e-06
-8.527039425925386240e+01 -1.383357318043014081e-05 4.496017995919537248e-06
-8.440639425925428441e+01 -1.448842986487175019e-05 4.334602346253474407e-06
-8.354239425925470641e+01 -1.505422334851801507e-05 4.250927402021900369e-06
-8.267839425925512842e+01 -1.553576833209300621e-05 4.252731270805365801e-06
-8.181439425925555042e+01 -1.593811000177671575e-05 4.344323904886632115e-06
-8.095039425925597243e+01 -1.626643210948579979e-05 4.526925387688467209e-06
-8.008639425925639443e+01 -1.652597314915402505e-05 4.798754106576061044e-06
-7.922239425925681644e+01 -1.672207525487624772e-05 5.155072245472862073e-06
-7.835839425925723845e+01 -1.686039343410185748e-05 5.588456098836590443e-06
-7.749439425925766045e+01 -1.694718676482934603e-05 6.089475594356719538e-06
-7.663039425925808246e+01 -1.698952647089521580e-05 6.647675869387573825e-06
-7.576639425925850446e+01 -1.699534571853230237e-05 7.252462290480464850e-06
-7.490239425925892647e+01 -1.697333798695064723e-05 7.893609528510989515e-06
-7.403839425925934847e+01 -1.693276000496801644e-05 8.561429689708298596e-06
-7.317439425925977048e+01 -1.688314141090650763e-05 9.246820706011454075e-06
-7.231039425926019248e+01 -1.683390152338646006e-05 9.941369979296306377e-06
-7.144639425926061449e+01 -1.679387155793270387e-05 1.063760780082933159e-05
-7.058239425926103650e+01 -1.677078351783215803e-05 1.132935177675169418e-05
-6.971839425926145850e+01 -1.677083833688156368e-05 1.201197956621313819e-05
-6.885439425926188051e+01 -1.679848907803062845e-05 1.268247761291154786e-05
-6.799039425926230251e+01 -1.685647048856745700e-05 1.333927195402592263e-05
-6.712639425926272452e+01 -1.694600624520054748e-05 1.398193292002911157e-05
-6.626239425926314652e+01 -1.706710032842106173e-05 1.461085085964210083e-05
-6.539839425926356853e+01 -1.721886539480869035e-05 1.522692487931598564e-05
-6.453439425926399053e+01 -1.739983836800863560e-05 1.583130706393049051e-05
-6.367039425926441254e+01 -1.760823200498331449e-05 1.642522418092044268e-05
-6.280639425926483455e+01 -1.784210647087158821e-05 1.700987600423350344e-05
-6.194239425926525655e+01 -1.809948656067745403e-05 1.758637645388392876e-05
-6.107839425926567856e+01 -1.837844388411041967e-05 1.815572050189037670e-05
-6.021439425926610056e+01 -1.867715099111802332e-05 1.871876267093187403e-05
-5.935039425926652257e+01 -1.899390913165553631e-05 1.927621238621190226e-05
-5.848639425926694457e+01 -1.932714852445007969e-05 1.982864645977951707e-05
-5.762239425926736658e+01 -1.967541592917108306e-05 2.037653285597993403e-05
-5.675839425926778858e+01 -2.003737327369702821e-05 2.092023859670241634e-05
-5.589439425926821059e+01 -2.041180028786699651e-05 2.146002918026787323e-05
-5.503039425926863260e+01 -2.079757624195305039e-05 2.199608123578267199e-05
-5.416639425926905460e+01 -2.119365739316005870e-05 2.252850415530358624e-05
