# 1:time 2:Re(h) 3:Im(h)
-1.077343942592428903e+02 -3.830227334242580526e-06 3.279455084160775556e-06
-1.068703942592433123e+02 -3.265164478267878605e-06 5.103339943685081586e-06
-1.060063942592437343e+02 -2.275085234448551428e-06 6.887068047375109723e-06
-1.051423942592441563e+02 -9.603449001087158009e-07 8.525486889812769752e-06
-1.042783942592445783e+02 6.077541233824314052e-07 9.969170000474232365e-06
-1.034143942592450003e+02 2.372468170941159160e-06 1.120206698500085959e-05
-1.025503942592454223e+02 4.281739751748357746e-06 1.221613414105869673e-05
-1.016863942592458443e+02 6.289643919024537340e-06 1.301525494978239214e-05
-1.008223942592462663e+02 8.354435144391710822e-06 1.360769934218061338e-05
-9.995839425924668831e+01 1.044171369608674723e-05 1.400620088703765081e-05
-9.909439425924711031e+01 1.252148676632267630e-05 1.422336705249794480e-05
-9.823039425924753232e+01 1.456796306307584212e-05 1.427268813576493132e-05
-9.736639425924795432e+01 1.655518424629555789e-05 1.416993002526611194e-05
-9.650239425924837633e+01 1.845757356479855760e-05 1.393706343176605400e-05
-9.563839425924879833e+01 2.025030616180556784e-05 1.360309455791721290e-05
-9.477439425924922034e+01 2.191306472461932236e-05 1.320273085150177303e-05
-9.391039425924964235e+01 2.343041029583276799e-05 1.277298764460795197e-05
-9.304639425925006435e+01 2.479225849977010468e-05 1.234878386049379622e-05
-9.218239425925048636e+01 2.599127337587889595e-05 1.195788738144861847e-05
-9.131839425925090836e+01 2.702081683705931825e-05 1.161782846901567583e-05
-9.045439425925133037e+01 2.787243500910040685e-05 1.133674648741425585e-05
-8.959039425925175237e+01 2.853789257675298533e-05 1.111580988323664227e-05
-8.872639425925217438e+01 2.901340682852018041e-05 1.095213395798344164e-05
-8.786239425925259638e+01 2.930406942350081848e-05 1.084240608970700073e-05
-8.699839425925301839e+01 2.942261698321692475e-05 1.078692643195259090e-05
-8.613439425925344040e+01 2.938500366265122416e-05 1.079084318700447418e-05
-8.527039425925386240e+01 2.920505513879113874e-05 1.086298626868362903e-05
-8.440639425925428441e+01 2.889197244243825514e-05 1.101354578148112365e-05
-8.354239425925470641e+01 2.844931627136970101e-05 1.125188339486321753e-05
-8.267839425925512842e+01 2.787592997176394725e-05 1.158357792040217113e-05
-8.181439425925555042e+01 2.716739721762714032e-05 1.200692671230461305e-05
-8.095039425925597243e+01 2.631967471472888471e-05 1.250810993022597649e-05
-8.008639425925639443e+01 2.533425825713932542e-05 1.305692346774844253e-05
-7.922239425925681644e+01 2.422379960212531100e-05 1.360740545836932123e-05
-7.835839425925723845e+01 2.301299451076074690e-05 1.410831593238560907e-05
-7.749439425925766045e+01 2.173307606594370844e-05 1.451936264049843851e-05
-7.663039425925808246e+01 2.041298969780744205e-05 1.482260556166027947e-05
-7.576639425925850446e+01 1.907420555897000635e-05 1.502228389013386334e-05
-7.490239425925892647e+01 1.773068168798421298e-05 1.513741137306375593e-05
-7.403839425925934847e+01 1.639230180844305959e-05 1.519356840065368606e-05
-7.317439425925977048e+01 1.506857673397255244e-05 1.521762403232360273e-05
-7.231039425926019248e+01 1.377154919111084063e-05 1.523480217112405958e-05
-7.144639425926061449e+01 1.251721193585034143e-05 1.526721682310662690e-05
-7.058239425926103650e+01 1.132577903946476776e-05 1.533264231411111074e-05
-6.971839425926145850e+01 1.021983667519378263e-05 1.544425091463631753e-05
-6.885439425926188051e+01 9.219985560014153024e-06 1.561094826942967226e-05
-6.799039425926230251e+01 8.339653183064015430e-06 1.583803906617477071e-05
-6.712639425926272452e+01 7.582449137422381739e-06 1.612737883748960723e-05
-6.626239425926314652e+01 6.943089137775173579e-06 1.647801791584119807e-05
-6.539839425926356853e+01 6.410152291329826896e-06 1.688694247745147351e-05
-6.453439425926399053e+01 5.969182170767352422e-06 1.734990222886413172e-05
-6.367039425926441254e+01 5.605360124017896457e-06 1.786186936201583492e-05
-6.280639425926483455e+01 5.305216779489687141e-06 1.841777460498998317e-05
-6.194239425926525655e+01 5.057184661666510525e-06 1.901284838693070823e-05
-6.107839425926567856e+01 4.851696620614530538e-06 1.964281432068085235e-05
-6.021439425926610056e+01 4.681019809881939935e-06 2.030380214523592403e-05
-5.935039425926652257e+01 4.538981229075821799e-06 2.099258287695837427e-05
-5.848639425926694457e+01 4.420552599804768729e-06 2.170645540475029590e-05
-5.762239425926736658e+01 4.321581638699399276e-06 2.244284584733403131e-05
-5.675839425926778858e+01 4.238740191084770595e-06 2.319903525498728331e-05
-5.589439425926821059e+01 4.169659234250880363e-06 2.397294927970992985e-05
-5.503039425926863260e+01 4.112582904534866627e-06 2.476341778750856470e-05
-5.416639425926905460e+01 4.065797639230484133e-06 2.556922520828809272e-05
-5.330239425926947661e+01 4.027621800832129906e-06 2.638844708620459781e-05
-5.243839425926989861e+01 3.996853985281925661e-06 2.721932200476605680e-05
-5.157439425927032062e+01 3.972686380661768449e-06 2.806048652258396158e-05
-5.071039425927074262e+01 3.954431732176733540e-06 2.891045434433900629e-05
-4.984639425927116463e+01 3.941562930966467643e-06 2.976785676790658490e-05
-4.898239425927158663e+01 3.933745943116634349e-06 3.063184250229932171e-05
-4.811839425927200864e+01 3.930680480825720576e-06 3.150122282408657676e-05
-4.725439425927243065e+01 3.932116767971930026e-06 3.237438056670268881e-05
-4.639039425927285265e+01 3.937815764041789878e-06 3.324964210149907969e-05
-4.552639425927327466e+01 3.947535757545274823e-06 3.412370146602955462e-05
-4.466239425927369666e+01 3.961415031249106341e-06 3.499003374321844694e-05
-4.379839425927411867e+01 3.980415313214035063e-06 3.584023728321887348e-05
-4.293439425927454067e+01 4.005815387126300932e-06 3.666247143692568018e-05
-4.207039425927496268e+01 4.038312109080839695e-06 3.743363465051455420e-05
-4.120639425927538468e+01 4.078669537387503539e-06 3.811505140567897246e-05
-4.034239425927580669e+01 4.130284231331905783e-06 3.866013318484145725e-05
-3.947839425927622869e+01 4.199850987050246409e-06 3.902920891984047486e-05
-3.861439425927665070e+01 4.293265502001824984e-06 3.920665021222667493e-05
-3.775039425927707271e+01 4.411462623881339128e-06 3.921467840266446280e-05
-3.688639425927749471e+01 4.551057187924156306e-06 3.910728050480084800e-05
-3.602239425927791672e+01 4.706257821970404501e-06 3.894081895309537122e-05
-3.515839425927833872e+01 4.872051412561480189e-06 3.875155375139619347e-05
-3.429439425927876073e+01 5.053349871962656894e-06 3.855829407194175069e-05
-3.343039425927918273e+01 5.270470182302978838e-06 3.838077776362705014e-05
-3.256639425927960474e+01 5.540820500512200606e-06 3.827114036484682087e-05
-3.170239425928002674e+01 5.846662752595669834e-06 3.833217238982182361e-05
-3.083839425928044875e+01 6.137980827627592490e-06 3.868951131924416951e-05
-2.997439425928087076e+01 6.388051752137990329e-06 3.946134896861505946e-05
-2.911039425928129276e+01 6.629506175364741564e-06 4.075603894212688803e-05
-2.824639425928171477e+01 6.929158469799327722e-06 4.264934780453922229e-05
-2.738239425928213677e+01 7.346901643000764918e-06 4.512887431026441087e-05
-2.651839425928255878e+01 7.892716796386682599e-06 4.799320291485639864e-05
-2.565439425928298078e+01 8.473043636939737655e-06 5.065635267156917140e-05
-2.479039425928340279e+01 9.012856809354015785e-06 5.203308987034087297e-05
-2.392639425928382479e+01 9.689877065131279404e-06 5.089178762528940897e-05
-2.306239425928424680e+01 1.091119246570971865e-05 4.667911555250652624e-05
-2.219839425928466881e+01 1.272297450545609182e-05 4.006225275890294989e-05
-2.133439425928509081e+01 1.461226756324831789e-05 3.251823789025400720e-05
-2.047039425928551282e+01 1.618710608165203741e-05 2.540779371741690797e-05
-1.960639425928593482e+01 1.887059621511415181e-05 1.912140647693711976e-05
-1.874239425928635683e+01 2.738495882719795436e-05 1.125090824758986113e-05
-1.787839425928677883e+01 4.339457657066002913e-05 -1.381545168932670282e-05
-1.701439425928720084e+01 3.557371464967455470e-05 -6.290710971122918222e-05
-1.615039425928762284e+01 -7.241300523202771127e-06 -9.405995899561218486e-05
