# 1:time 2:Re(h) 3:Im(h)
-1.077343942592428903e+02 1.489595058916855320e-05 -1.937745374007313694e-05
-1.068703942592433123e+02 1.485929299500493934e-05 -1.945837491558741531e-05
-1.060063942592437343e+02 1.481833935438255089e-05 -1.952813316534707957e-05
-1.051423942592441563e+02 1.477064544339299816e-05 -1.958353947017922033e-05
-1.042783942592445783e+02 1.471733515255932564e-05 -1.962642686652058018e-05
-1.034143942592450003e+02 1.465771412563193207e-05 -1.965603214110197425e-05
-1.025503942592454223e+02 1.459218827395678041e-05 -1.967314684232759342e-05
-1.016863942592458443e+02 1.452042425397306777e-05 -1.967748262925533178e-05
-1.008223942592462663e+02 1.444265140119349368e-05 -1.966954353132771105e-05
-9.995839425924668831e+01 1.435870625377692062e-05 -1.964924831703433161e-05
-9.909439425924711031e+01 1.426872929985677377e-05 -1.961695754682326893e-05
-9.823039425924753232e+01 1.417259320650851091e-05 -1.957263142030918785e-05
-9.736639425924795432e+01 1.407039123180124579e-05 -1.951653722449569445e-05
-9.650239425924837633e+01 1.396206617371312521e-05 -1.944869509451439466e-05
-9.563839425924879833e+01 1.384771325305337504e-05 -1.936934343194656767e-05
-9.477439425924922034e+01 1.372728930728279901e-05 -1.927851417127388387e-05
-9.391039425924964235e+01 1.360085924667232166e-05 -1.917639864819077646e-05
-9.304639425925006435e+01 1.346840632744598938e-05 -1.906304831750785903e-05
-9.218239425925048636e+01 1.333001006548768159e-05 -1.893864511440487264e-05
-9.131839425925090836e+01 1.318566981592106967e-05 -1.880324603339196559e-05
-9.045439425925133037e+01 1.303544625659747061e-05 -1.865700560287713824e-05
-8.959039425925175237e+01 1.287934793244251404e-05 -1.849998965626359292e-05
-8.872639425925217438e+01 1.271745314967182755e-05 -1.833235796139028598e-05
-8.786239425925259638e+01 1.254979100279463112e-05 -1.815419014063232703e-05
-8.699839425925301839e+01 1.237642802873306744e-05 -1.796562159293637540e-05
-8.613439425925344040e+01 1.219739268226909032e-05 -1.776671612223369587e-05
-8.527039425925386240e+01 1.201276201767610441e-05 -1.755760432290066924e-05
-8.440639425925428441e+01 1.182257319247745665e-05 -1.733836043986791998e-05
-8.354239425925470641e+01 1.162689367003947314e-05 -1.710910639053524510e-05
-8.267839425925512842e+01 1.142577286317576725e-05 -1.686991879087018216e-05
-8.181439425925555042e+01 1.121929629923195797e-05 -1.662092341388565647e-05
-8.095039425925597243e+01 1.100751575382254854e-05 -1.636220048832452700e-05
-8.008639425925639443e+01 1.079050684129427958e-05 -1.609386553091233271e-05
-7.922239425925681644e+01 1.056832714926685541e-05 -1.581599563271736077e-05
-7.835839425925723845e+01 1.034104942083513032e-05 -1.552869577774396715e-05
-7.749439425925766045e+01 1.010872283638759521e-05 -1.523203617719484327e-05
-7.663039425925808246e+01 9.871435347403376199e-06 -1.492613141201407868e-05
-7.576639425925850446e+01 9.629268866286926271e-06 -1.461107064829647424e-05
-7.490239425925892647e+01 9.382302119411603487e-06 -1.428694681331450825e-05
-7.403839425925934847e+01 9.130575903665561882e-06 -1.395380586846855303e-05
-7.317439425925977048e+01 8.874156531332432968e-06 -1.361172939683132214e-05
-7.231039425926019248e+01 8.613118634848330817e-06 -1.326079136448336334e-05
-7.144639425926061449e+01 8.347552508519638209e-06 -1.290107097953976486e-05
-7.058239425926103650e+01 8.077515725003293616e-06 -1.253258821907553736e-05
-6.971839425926145850e+01 7.803065243947968047e-06 -1.215537543756681948e-05
-6.885439425926188051e+01 7.524258341358399627e-06 -1.176947977487439575e-05
-6.799039425926230251e+01 7.241181611803003024e-06 -1.137497913104577974e-05
-6.712639425926272452e+01 6.953899088196178448e-06 -1.097186780181541863e-05
-6.626239425926314652e+01 6.662450903510433534e-06 -1.056007344876123883e-05
-6.539839425926356853e+01 6.366860244551274634e-06 -1.013950835877686485e-05
-6.453439425926399053e+01 6.067188152487798143e-06 -9.710157851855552726e-06
-6.367039425926441254e+01 5.763507943542941846e-06 -9.271993689564587052e-06
-6.280639425926483455e+01 5.455886685681252948e-06 -8.824929018107277579e-06
-6.194239425926525655e+01 5.144365854364223581e-06 -8.368790955236016983e-06
-6.107839425926567856e+01 4.828986698814186364e-06 -7.903376153549487851e-06
-6.021439425926610056e+01 4.509796322143245555e-06 -7.428441221297552748e-06
-5.935039425926652257e+01 4.186862800897559565e-06 -6.943744353691312253e-06
-5.848639425926694457e+01 3.860267842736319114e-06 -6.448980626035209706e-06
-5.762239425926736658e+01 3.530069617572871773e-06 -5.943739966425722015e-06
-5.675839425926778858e+01 3.196366711156216653e-06 -5.427520176129847234e-06
-5.589439425926821059e+01 2.859261005263234323e-06 -4.899769196610539379e-06
-5.503039425926863260e+01 2.518944092782376378e-06 -4.359816516570394045e-06
-5.416639425926905460e+01 2.175519748790870243e-06 -3.806776078405793116e-06
-5.330239425926947661e+01 1.829353467983178547e-06 -3.239717856546872482e-06
-5.243839425926989861e+01 1.480754218607825571e-06 -2.657603076588022464e-06
-5.157439425927032062e+01 1.130586754294206140e-06 -2.059484250692060832e-06
-5.071039425927074262e+01 7.792045765581816548e-07 -1.443461886722800367e-06
-4.984639425927116463e+01 4.278987345209980282e-07 -8.077817055649360773e-07
-4.898239425927158663e+01 7.762776791476606976e-08 -1.497860072890591130e-07
-4.811839425927200864e+01 -2.675898259653725851e-07 5.293271006612230398e-07
-4.725439425927243065e+01 -6.045204226134315951e-07 1.232407528976357767e-06
-4.639039425927285265e+01 -9.278176938624911414e-07 1.958426273178516509e-06
-4.552639425927327466e+01 -1.235136100535146226e-06 2.725280747668520031e-06
