# 1:time 2:Re(h) 3:Im(h)
-1.077343942592428903e+02 -1.297472505854917349e-05 2.720804393554301337e-06
-1.068703942592433123e+02 -1.362476488539301818e-05 3.109429365925428325e-06
-1.060063942592437343e+02 -1.426953134604902999e-05 3.473884757272362571e-06
-1.051423942592441563e+02 -1.491165146100133481e-05 3.816289340749158367e-06
-1.042783942592445783e+02 -1.555316455352307172e-05 4.139206816715968425e-06
-1.034143942592450003e+02 -1.619555950767617556e-05 4.445633247556338285e-06
-1.025503942592454223e+02 -1.683990704216331159e-05 4.738597546501291918e-06
-1.016863942592458443e+02 -1.748692297215937531e-05 5.021096979676971848e-06
-1.008223942592462663e+02 -1.813707753068679546e-05 5.295916135287423862e-06
-9.995839425924668831e+01 -1.879062188880868345e-05 5.565605346994092516e-06
-9.909439425924711031e+01 -1.944764109361040734e-05 5.832405702495032298e-06
-9.823039425924753232e+01 -2.010808143542327625e-05 6.098273785119965916e-06
-9.736639425924795432e+01 -2.077182167678833459e-05 6.364877580275728943e-06
-9.650239425924837633e+01 -2.143868800105499893e-05 6.633636561445159291e-06
-9.563839425924879833e+01 -2.210845990534043344e-05 6.905726297058081690e-06
-9.477439425924922034e+01 -2.278085682159357680e-05 7.182114424856330023e-06
-9.391039425924964235e+01 -2.345557049895147028e-05 7.463583483934559729e-06
-9.304639425925006435e+01 -2.413227805348957411e-05 7.750769373377480387e-06
-9.218239425925048636e+01 -2.481064784576522811e-05 8.044175667543612964e-06
-9.131839425925090836e+01 -2.549032543275175239e-05 8.344196757545923397e-06
-9.045439425925133037e+01 -2.617094550103162335e-05 8.651132692488926543e-06
-8.959039425925175237e+01 -2.685213445031208948e-05 8.965211048763468485e-06
-8.872639425925217438e+01 -2.753351362558463197e-05 9.286595481204289280e-06
-8.786239425925259638e+01 -2.821469165653744796e-05 9.615398059300679049e-06
-8.699839425925301839e+01 -2.889527376531801910e-05 9.951686329756309586e-06
-8.613439425925344040e+01 -2.957486336829061917e-05 1.029549424607535674e-05
-8.527039425925386240e+01 -3.025306042539300125e-05 1.064682521022698031e-05
-8.440639425925428441e+01 -3.092945250191369406e-05 1.100565708234774630e-05
-8.354239425925470641e+01 -3.160362408051021983e-05 1.137194649720544268e-05
-8.267839425925512842e+01 -3.227516227724196938e-05 1.174563554001296257e-05
-8.181439425925555042e+01 -3.294365337363096199e-05 1.212665125653819677e-05
-8.095039425925597243e+01 -3.360867414315290267e-05 1.251490587185030592e-05
-8.008639425925639443e+01 -3.426980067701258597e-05 1.291029972767748177e-05
-7.922239425925681644e+01 -3.492660990201120966e-05 1.331272591752182346e-05
-7.835839425925723845e+01 -3.557867121944986456e-05 1.372206809890551251e-05
